ID,Specialty,Subcategory,Topic,Subtopic,Search_Term_1,Search_Term_2,Search_Term_3,Search_Term_4,Image_Types,AMC_Relevance,Priority,Folder_Path
107,Respiratory,Respiratory Infections,Bronchitis,Acute Bronchitis,acute bronchitis chest x-ray,bronchial wall thickening xray,peribronchial cuffing chest xray,normal chest xray bronchitis,chest_xray,3,HIGH,respiratory/respiratory_infections/bronchitis/acute_bronchitis
108,Respiratory,Respiratory Infections,Bronchitis,Chronic Bronchitis,chronic bronchitis chest x-ray,bronchial wall thickening chronic,increased bronchovascular markings,dirty chest chronic bronchitis,"chest_xray, CT",4,HIGH,respiratory/respiratory_infections/bronchitis/chronic_bronchitis
109,Respiratory,Obstructive Airway Disease,Asthma,Acute Asthma Exacerbation,acute asthma exacerbation chest x-ray,status asthmaticus xray,hyperinflation asthma chest xray,asthma attack radiograph,chest_xray,5,HIGH,respiratory/obstructive_airway_disease/asthma/acute_asthma_exacerbation
110,Respiratory,Obstructive Airway Disease,Asthma,Chronic Asthma,chronic asthma chest x-ray,persistent asthma xray,bronchial wall thickening asthma,hyperinflation chronic asthma,"chest_xray, CT",4,HIGH,respiratory/obstructive_airway_disease/asthma/chronic_asthma
111,Respiratory,Obstructive Airway Disease,Copd,Emphysema,emphysema chest x-ray,hyperinflation emphysema xray,flattened diaphragm emphysema,bullous emphysema chest CT,"chest_xray, CT",5,HIGH,respiratory/obstructive_airway_disease/copd/emphysema
112,Respiratory,Obstructive Airway Disease,Copd,Chronic Obstructive Bronchitis,chronic obstructive bronchitis chest x-ray,COPD bronchitis xray,bronchial wall thickening COPD,blue bloater chest xray,"chest_xray, CT",5,HIGH,respiratory/obstructive_airway_disease/copd/chronic_obstructive_bronchitis
113,Respiratory,Obstructive Airway Disease,Copd,Copd Exacerbation,COPD exacerbation chest x-ray,acute exacerbation COPD xray,COPD with pneumonia xray,decompensated COPD radiograph,chest_xray,5,HIGH,respiratory/obstructive_airway_disease/copd/copd_exacerbation
114,Respiratory,Obstructive Airway Disease,Bronchiectasis,Cylindrical Bronchiectasis,cylindrical bronchiectasis chest CT,tubular bronchiectasis HRCT,tram track sign bronchiectasis,parallel bronchi CT,"CT, chest_xray",4,HIGH,respiratory/obstructive_airway_disease/bronchiectasis/cylindrical_bronchiectasis
115,Respiratory,Obstructive Airway Disease,Bronchiectasis,Varicose Bronchiectasis,varicose bronchiectasis chest CT,varicose bronchiectasis HRCT,irregular bronchiectasis CT,beaded bronchi CT,CT,3,HIGH,respiratory/obstructive_airway_disease/bronchiectasis/varicose_bronchiectasis
116,Respiratory,Obstructive Airway Disease,Bronchiectasis,Cystic Bronchiectasis,cystic bronchiectasis chest CT,saccular bronchiectasis HRCT,cluster of grapes bronchiectasis,severe bronchiectasis CT,"CT, chest_xray",4,HIGH,respiratory/obstructive_airway_disease/bronchiectasis/cystic_bronchiectasis
117,Respiratory,Obstructive Airway Disease,Cystic Fibrosis,Cystic Fibrosis Early,cystic fibrosis early chest x-ray,CF early changes xray,bronchial wall thickening CF,hyperinflation cystic fibrosis,"chest_xray, CT",4,HIGH,respiratory/obstructive_airway_disease/cystic_fibrosis/cystic_fibrosis_early
118,Respiratory,Obstructive Airway Disease,Cystic Fibrosis,Cystic Fibrosis Advanced,cystic fibrosis advanced chest x-ray,CF end stage xray,bronchiectasis cystic fibrosis,advanced CF chest CT,"chest_xray, CT",4,HIGH,respiratory/obstructive_airway_disease/cystic_fibrosis/cystic_fibrosis_advanced
119,Respiratory,Restrictive Lung Disease,Interstitial Lung Disease,Idiopathic Pulmonary Fibrosis,idiopathic pulmonary fibrosis chest CT,IPF HRCT,usual interstitial pneumonia UIP,honeycomb lung fibrosis,"CT, chest_xray",4,HIGH,respiratory/restrictive_lung_disease/interstitial_lung_disease/idiopathic_pulmonary_fibrosis
120,Respiratory,Restrictive Lung Disease,Interstitial Lung Disease,Sarcoidosis,sarcoidosis chest x-ray,pulmonary sarcoidosis xray,bilateral hilar lymphadenopathy sarcoid,stage 2 sarcoidosis chest CT,"chest_xray, CT",4,HIGH,respiratory/restrictive_lung_disease/interstitial_lung_disease/sarcoidosis
121,Respiratory,Restrictive Lung Disease,Interstitial Lung Disease,Hypersensitivity Pneumonitis,hypersensitivity pneumonitis chest CT,extrinsic allergic alveolitis HRCT,HP ground glass opacities,bird fancier lung CT,"CT, chest_xray",3,HIGH,respiratory/restrictive_lung_disease/interstitial_lung_disease/hypersensitivity_pneumonitis
122,Respiratory,Restrictive Lung Disease,Interstitial Lung Disease,Asbestosis,asbestosis chest x-ray,asbestos related lung disease xray,pleural plaques asbestos,asbestosis HRCT,"chest_xray, CT",4,HIGH,respiratory/restrictive_lung_disease/interstitial_lung_disease/asbestosis
123,Respiratory,Restrictive Lung Disease,Interstitial Lung Disease,Silicosis,silicosis chest x-ray,silica exposure lung disease,progressive massive fibrosis silicosis,silicosis nodules CT,"chest_xray, CT",3,HIGH,respiratory/restrictive_lung_disease/interstitial_lung_disease/silicosis
124,Respiratory,Restrictive Lung Disease,Interstitial Lung Disease,Coal Workers Pneumoconiosis,coal workers pneumoconiosis chest x-ray,CWP xray,black lung disease radiograph,pneumoconiosis coal dust,"chest_xray, CT",3,HIGH,respiratory/restrictive_lung_disease/interstitial_lung_disease/coal_workers_pneumoconiosis
125,Respiratory,Restrictive Lung Disease,Drug Induced Lung Disease,Amiodarone Toxicity,amiodarone pulmonary toxicity chest CT,amiodarone lung disease xray,drug induced pneumonitis amiodarone,amiodarone fibrosis HRCT,"chest_xray, CT",4,HIGH,respiratory/restrictive_lung_disease/drug_induced_lung_disease/amiodarone_toxicity
126,Respiratory,Restrictive Lung Disease,Drug Induced Lung Disease,Methotrexate Pneumonitis,methotrexate pneumonitis chest x-ray,methotrexate lung toxicity xray,drug induced pneumonitis methotrexate,MTX pulmonary toxicity CT,"chest_xray, CT",3,HIGH,respiratory/restrictive_lung_disease/drug_induced_lung_disease/methotrexate_pneumonitis
127,Respiratory,Restrictive Lung Disease,Drug Induced Lung Disease,Bleomycin Toxicity,bleomycin pulmonary toxicity chest CT,bleomycin lung fibrosis xray,chemotherapy induced pneumonitis bleomycin,bleomycin HRCT changes,"chest_xray, CT",3,HIGH,respiratory/restrictive_lung_disease/drug_induced_lung_disease/bleomycin_toxicity
128,Respiratory,Vascular Lung Disease,Pulmonary Embolism,Acute Pe Segmental,acute pulmonary embolism CTPA,segmental PE CT angiography,pulmonary artery filling defect,PE chest CT contrast,"CT, chest_xray",5,HIGH,respiratory/vascular_lung_disease/pulmonary_embolism/acute_pe_segmental
129,Respiratory,Vascular Lung Disease,Pulmonary Embolism,Saddle Embolus,saddle pulmonary embolus CTPA,saddle PE CT angiography,massive pulmonary embolism,bilateral main PA embolus,CT,5,HIGH,respiratory/vascular_lung_disease/pulmonary_embolism/saddle_embolus
130,Respiratory,Vascular Lung Disease,Pulmonary Embolism,Chronic Pe,chronic pulmonary embolism CTPA,chronic thromboembolic disease,organized thrombus pulmonary artery,chronic PE CT,"CT, chest_xray",4,HIGH,respiratory/vascular_lung_disease/pulmonary_embolism/chronic_pe
131,Respiratory,Vascular Lung Disease,Pulmonary Hypertension,Primary Pulmonary Hypertension,primary pulmonary hypertension chest x-ray,idiopathic PAH xray,enlarged pulmonary arteries xray,pulmonary arterial hypertension chest CT,"chest_xray, CT",4,HIGH,respiratory/vascular_lung_disease/pulmonary_hypertension/primary_pulmonary_hypertension
132,Respiratory,Vascular Lung Disease,Pulmonary Hypertension,Secondary Pulmonary Hypertension,secondary pulmonary hypertension chest x-ray,cor pulmonale xray,pulmonary hypertension COPD,RV enlargement pulmonary hypertension,"chest_xray, CT, ECG",4,HIGH,respiratory/vascular_lung_disease/pulmonary_hypertension/secondary_pulmonary_hypertension
133,Respiratory,Vascular Lung Disease,Pulmonary Edema,Cardiogenic Pulmonary Edema,cardiogenic pulmonary edema chest x-ray,pulmonary edema heart failure xray,alveolar edema chest radiograph,bat wing pulmonary edema,chest_xray,5,HIGH,respiratory/vascular_lung_disease/pulmonary_edema/cardiogenic_pulmonary_edema
134,Respiratory,Vascular Lung Disease,Pulmonary Edema,Non Cardiogenic Pulmonary Edema,non-cardiogenic pulmonary edema chest x-ray,ARDS chest xray,acute respiratory distress syndrome,permeability edema chest CT,"chest_xray, CT",4,HIGH,respiratory/vascular_lung_disease/pulmonary_edema/non_cardiogenic_pulmonary_edema
135,Respiratory,Pleural Disease,Pleural Effusion,Transudative Effusion,transudative pleural effusion chest x-ray,heart failure pleural effusion xray,blunted costophrenic angle,bilateral pleural effusions xray,"chest_xray, ultrasound",5,HIGH,respiratory/pleural_disease/pleural_effusion/transudative_effusion
136,Respiratory,Pleural Disease,Pleural Effusion,Exudative Effusion,exudative pleural effusion chest x-ray,parapneumonic effusion xray,malignant pleural effusion,complicated effusion chest CT,"chest_xray, ultrasound, CT",4,HIGH,respiratory/pleural_disease/pleural_effusion/exudative_effusion
137,Respiratory,Pleural Disease,Pleural Effusion,Massive Pleural Effusion,massive pleural effusion chest x-ray,large pleural effusion xray,white out hemithorax,complete opacification pleural effusion,"chest_xray, ultrasound",4,HIGH,respiratory/pleural_disease/pleural_effusion/massive_pleural_effusion
138,Respiratory,Pleural Disease,Pneumothorax,Spontaneous Pneumothorax,spontaneous pneumothorax chest x-ray,primary pneumothorax xray,collapsed lung chest radiograph,pneumothorax young adult,"chest_xray, CT",5,HIGH,respiratory/pleural_disease/pneumothorax/spontaneous_pneumothorax
139,Respiratory,Pleural Disease,Pneumothorax,Tension Pneumothorax,tension pneumothorax chest x-ray,tension pneumothorax CT,mediastinal shift pneumothorax,life threatening pneumothorax,"chest_xray, CT",5,HIGH,respiratory/pleural_disease/pneumothorax/tension_pneumothorax
140,Respiratory,Pleural Disease,Pneumothorax,Traumatic Pneumothorax,traumatic pneumothorax chest x-ray,pneumothorax rib fracture,post traumatic pneumothorax CT,chest trauma pneumothorax,"chest_xray, CT",4,HIGH,respiratory/pleural_disease/pneumothorax/traumatic_pneumothorax
141,Respiratory,Pleural Disease,Empyema,Parapneumonic Empyema,empyema chest x-ray,parapneumonic empyema xray,loculated pleural effusion,empyema chest CT,"chest_xray, CT, ultrasound",4,HIGH,respiratory/pleural_disease/empyema/parapneumonic_empyema
142,Respiratory,Pleural Disease,Pleural Thickening,Pleural Plaques,pleural plaques chest x-ray,calcified pleural plaques xray,asbestos pleural plaques,pleural thickening CT,"chest_xray, CT",3,HIGH,respiratory/pleural_disease/pleural_thickening/pleural_plaques
143,Respiratory,Lung Cancer,Primary Lung Cancer,Squamous Cell Carcinoma,squamous cell lung carcinoma chest x-ray,squamous cell lung cancer CT,central lung mass xray,cavitating lung cancer,"chest_xray, CT",5,HIGH,respiratory/lung_cancer/primary_lung_cancer/squamous_cell_carcinoma
144,Respiratory,Lung Cancer,Primary Lung Cancer,Adenocarcinoma Lung,adenocarcinoma lung chest x-ray,peripheral lung adenocarcinoma CT,lung adenocarcinoma radiograph,bronchoalveolar carcinoma,"chest_xray, CT",5,HIGH,respiratory/lung_cancer/primary_lung_cancer/adenocarcinoma_lung
145,Respiratory,Lung Cancer,Primary Lung Cancer,Small Cell Lung Cancer,small cell lung cancer chest x-ray,SCLC chest CT,small cell carcinoma mediastinal mass,SCLC with lymphadenopathy,"chest_xray, CT",5,HIGH,respiratory/lung_cancer/primary_lung_cancer/small_cell_lung_cancer
146,Respiratory,Lung Cancer,Primary Lung Cancer,Pancoast Tumor,Pancoast tumor chest x-ray,superior sulcus tumor xray,apical lung mass Pancoast,Pancoast syndrome chest CT,"chest_xray, CT, MRI",4,HIGH,respiratory/lung_cancer/primary_lung_cancer/pancoast_tumor
147,Respiratory,Lung Cancer,Metastatic Lung Disease,Pulmonary Metastases,pulmonary metastases chest x-ray,lung metastases CT,cannonball metastases lung,multiple lung nodules metastatic,"chest_xray, CT",4,HIGH,respiratory/lung_cancer/metastatic_lung_disease/pulmonary_metastases
148,Respiratory,Lung Cancer,Complications,Post Obstructive Pneumonia,post-obstructive pneumonia chest x-ray,obstructive pneumonia lung cancer,collapse consolidation lung cancer,pneumonia distal to tumor,"chest_xray, CT",4,HIGH,respiratory/lung_cancer/complications/post_obstructive_pneumonia
149,Respiratory,Lung Cancer,Complications,Lung Collapse Malignancy,lung collapse malignancy chest x-ray,atelectasis lung cancer xray,lobar collapse tumor,complete lung collapse cancer,"chest_xray, CT",4,HIGH,respiratory/lung_cancer/complications/lung_collapse_malignancy
150,Respiratory,Chest Trauma,Rib Fractures,Simple Rib Fracture,rib fracture chest x-ray,fractured rib xray,rib fracture radiograph,rib fracture CT,"chest_xray, CT",4,HIGH,respiratory/chest_trauma/rib_fractures/simple_rib_fracture
151,Respiratory,Chest Trauma,Rib Fractures,Flail Chest,flail chest x-ray,multiple rib fractures flail,flail segment chest CT,unstable chest wall trauma,"chest_xray, CT",4,HIGH,respiratory/chest_trauma/rib_fractures/flail_chest
152,Respiratory,Chest Trauma,Hemothorax,Traumatic Hemothorax,hemothorax chest x-ray,traumatic hemothorax xray,blood pleural space,hemothorax chest CT,"chest_xray, CT, ultrasound",4,HIGH,respiratory/chest_trauma/hemothorax/traumatic_hemothorax
153,Respiratory,Chest Trauma,Pulmonary Contusion,Lung Contusion,pulmonary contusion chest x-ray,lung contusion CT,traumatic lung injury xray,blunt chest trauma contusion,"chest_xray, CT",4,HIGH,respiratory/chest_trauma/pulmonary_contusion/lung_contusion
154,Respiratory,Mediastinal Disease,Mediastinal Masses,Anterior Mediastinal Mass,anterior mediastinal mass chest x-ray,thymus mass xray,thymoma chest CT,anterior mediastinal lymphoma,"chest_xray, CT",3,HIGH,respiratory/mediastinal_disease/mediastinal_masses/anterior_mediastinal_mass
155,Respiratory,Mediastinal Disease,Mediastinal Masses,Posterior Mediastinal Mass,posterior mediastinal mass chest x-ray,neurogenic tumor mediastinum,posterior mediastinal mass CT,paraspinal mass chest,"chest_xray, CT, MRI",3,HIGH,respiratory/mediastinal_disease/mediastinal_masses/posterior_mediastinal_mass
156,Respiratory,Mediastinal Disease,Lymphadenopathy,Hilar Lymphadenopathy,hilar lymphadenopathy chest x-ray,enlarged hilar lymph nodes xray,bilateral hilar lymphadenopathy,hilar masses chest CT,"chest_xray, CT",4,HIGH,respiratory/mediastinal_disease/lymphadenopathy/hilar_lymphadenopathy
157,Respiratory,Mediastinal Disease,Lymphadenopathy,Mediastinal Lymphadenopathy,mediastinal lymphadenopathy chest CT,enlarged mediastinal lymph nodes,mediastinal adenopathy xray,paratracheal lymphadenopathy,"chest_xray, CT",4,HIGH,respiratory/mediastinal_disease/lymphadenopathy/mediastinal_lymphadenopathy
158,Dermatology,Skin Cancer,Melanoma,Superficial Spreading Melanoma,superficial spreading melanoma,SSM melanoma clinical photo,melanoma irregular borders,asymmetric melanoma,"clinical_photo, dermoscopy",5,HIGH,dermatology/skin_cancer/melanoma/superficial_spreading_melanoma
159,Dermatology,Skin Cancer,Melanoma,Nodular Melanoma,nodular melanoma,amelanotic melanoma,nodular melanoma clinical photo,rapidly growing melanoma,"clinical_photo, dermoscopy",5,HIGH,dermatology/skin_cancer/melanoma/nodular_melanoma
160,Dermatology,Skin Cancer,Melanoma,Lentigo Maligna Melanoma,lentigo maligna melanoma,LMM facial melanoma,lentigo maligna clinical photo,sun damaged skin melanoma,"clinical_photo, dermoscopy",4,HIGH,dermatology/skin_cancer/melanoma/lentigo_maligna_melanoma
161,Dermatology,Skin Cancer,Melanoma,Acral Lentiginous Melanoma,acral lentiginous melanoma,subungual melanoma,palm melanoma,sole melanoma,"clinical_photo, dermoscopy",4,HIGH,dermatology/skin_cancer/melanoma/acral_lentiginous_melanoma
162,Dermatology,Skin Cancer,Basal Cell Carcinoma,Nodular Bcc,nodular basal cell carcinoma,BCC pearly border,nodular BCC clinical photo,rodent ulcer,"clinical_photo, dermoscopy",5,HIGH,dermatology/skin_cancer/basal_cell_carcinoma/nodular_bcc
163,Dermatology,Skin Cancer,Basal Cell Carcinoma,Superficial Bcc,superficial basal cell carcinoma,superficial BCC trunk,sBCC clinical photo,scaly BCC patch,"clinical_photo, dermoscopy",4,HIGH,dermatology/skin_cancer/basal_cell_carcinoma/superficial_bcc
164,Dermatology,Skin Cancer,Basal Cell Carcinoma,Morphoeic Bcc,morphoeic basal cell carcinoma,sclerosing BCC,infiltrative BCC clinical photo,morpheaform basal cell,"clinical_photo, dermoscopy",3,HIGH,dermatology/skin_cancer/basal_cell_carcinoma/morphoeic_bcc
165,Dermatology,Skin Cancer,Squamous Cell Carcinoma,Invasive Scc,squamous cell carcinoma skin,invasive SCC clinical photo,SCC cutaneous,keratinizing SCC,"clinical_photo, dermoscopy",5,HIGH,dermatology/skin_cancer/squamous_cell_carcinoma/invasive_scc
166,Dermatology,Skin Cancer,Squamous Cell Carcinoma,Scc In Situ,Bowen disease,SCC in situ,intraepidermal carcinoma,Bowen's disease clinical photo,"clinical_photo, dermoscopy",4,HIGH,dermatology/skin_cancer/squamous_cell_carcinoma/scc_in_situ
167,Dermatology,Skin Cancer,Precancerous Lesions,Actinic Keratosis,actinic keratosis,solar keratosis clinical photo,AK sun damage,keratosis multiple,"clinical_photo, dermoscopy",5,HIGH,dermatology/skin_cancer/precancerous_lesions/actinic_keratosis
168,Dermatology,Benign Lesions,Pigmented Lesions,Seborrhoeic Keratosis,seborrhoeic keratosis,seborrheic keratosis clinical photo,SK stuck on appearance,senile wart,"clinical_photo, dermoscopy",5,HIGH,dermatology/benign_lesions/pigmented_lesions/seborrhoeic_keratosis
169,Dermatology,Benign Lesions,Pigmented Lesions,Dermatofibroma,dermatofibroma,fibrous histiocytoma skin,dermatofibroma clinical photo,dimple sign dermatofibroma,"clinical_photo, dermoscopy",4,HIGH,dermatology/benign_lesions/pigmented_lesions/dermatofibroma
170,Dermatology,Benign Lesions,Pigmented Lesions,Solar Lentigo,solar lentigo,age spots,liver spots clinical photo,lentigo senilis,"clinical_photo, dermoscopy",4,HIGH,dermatology/benign_lesions/pigmented_lesions/solar_lentigo
171,Dermatology,Benign Lesions,Pigmented Lesions,Melanocytic Naevus,melanocytic naevus,benign mole,compound naevus clinical photo,intradermal naevus,"clinical_photo, dermoscopy",5,HIGH,dermatology/benign_lesions/pigmented_lesions/melanocytic_naevus
